rep,ID,timeAfterLastDose,sim_y1,censored,split,color,filter
45,4,24,69.9041,0,All,-1,0
45,5,24,61.8774,0,All,-1,0
45,6,24,60.0194,0,All,-1,0
45,7,24,56.1997,0,All,-1,0
45,8,24,72.0823,0,All,-1,0
45,9,24,27.4066,0,All,-1,0
45,10,24,61.0994,0,All,-1,0
45,11,24,79.8693,0,All,-1,0
45,12,24,91.3859,0,All,-1,0
45,13,24,51.7713,0,All,-1,0
45,14,24,18.6294,0,All,-1,0
45,15,24,31.5082,0,All,-1,0
46,1,24,23.716,0,All,-1,0
46,2,24,41.1885,0,All,-1,0
46,3,24,43.7763,0,All,-1,0
46,4,24,41.7039,0,All,-1,0
46,5,24,46.8749,0,All,-1,0
46,6,24,45.2954,0,All,-1,0
46,7,24,83.8497,0,All,-1,0
46,8,24,92.3821,0,All,-1,0
46,9,24,34.5077,0,All,-1,0
46,10,24,60.9953,0,All,-1,0
46,11,24,97.9622,0,All,-1,0
46,12,24,77.4391,0,All,-1,0
46,13,24,64.117,0,All,-1,0
46,14,24,11.4346,0,All,-1,0
46,15,24,26.4183,0,All,-1,0
47,1,24,27.5985,0,All,-1,0
47,2,24,32.5173,0,All,-1,0
47,3,24,44.3732,0,All,-1,0
